               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.031557,            0.027466,           0.0053545,             0.26987,             0.32971,             0.22655,             0.05485,            0.032115,            0.041371,           0.0052614,           0.0097228,           0.0097228,           0.0097228
                  16,             0.03065,            0.027955,           0.0050816,             0.25992,             0.35203,              0.2362,            0.065061,            0.031989,            0.039627,           0.0049408,            0.009703,            0.009703,            0.009703
                  17,             0.03045,            0.027964,           0.0049231,             0.29249,             0.34282,             0.25209,            0.055042,            0.032072,             0.03973,           0.0048544,           0.0096832,           0.0096832,           0.0096832
                  18,            0.030257,            0.027568,           0.0047911,             0.29852,             0.37154,             0.27559,             0.07252,            0.031124,            0.039592,           0.0046997,           0.0096634,           0.0096634,           0.0096634
                  19,            0.029778,            0.027822,           0.0046172,             0.31476,             0.38042,             0.28724,            0.080562,            0.031244,            0.040273,           0.0045628,           0.0096436,           0.0096436,           0.0096436
                  20,            0.029495,             0.02766,           0.0045285,             0.32309,             0.38925,             0.29553,            0.081022,            0.031044,            0.040303,           0.0045195,           0.0096238,           0.0096238,           0.0096238
                  21,             0.02903,            0.028027,           0.0043925,             0.31312,             0.35603,             0.26913,            0.076239,             0.03126,            0.040919,           0.0043449,            0.009604,            0.009604,            0.009604
                  22,            0.028927,            0.027657,           0.0042893,             0.31908,              0.3511,              0.2675,             0.07388,            0.031222,            0.040369,           0.0042701,           0.0095842,           0.0095842,           0.0095842
                  23,            0.028497,            0.028165,           0.0041914,               0.327,             0.39863,             0.30346,            0.089206,            0.030796,            0.040298,           0.0041919,           0.0095644,           0.0095644,           0.0095644
                  24,            0.028338,            0.028133,           0.0042074,             0.32685,             0.37658,             0.28601,            0.069655,            0.031232,            0.040619,           0.0042387,           0.0095446,           0.0095446,           0.0095446
                  25,              0.0284,            0.027687,           0.0040847,             0.32907,             0.38864,              0.3005,            0.088333,            0.030888,            0.041026,           0.0041315,           0.0095248,           0.0095248,           0.0095248
                  26,            0.028086,            0.028029,           0.0040193,             0.33459,             0.37569,             0.29767,              0.0893,            0.030865,            0.041072,           0.0041908,            0.009505,            0.009505,            0.009505
                  27,             0.02785,            0.027968,           0.0039651,             0.31713,             0.39016,             0.28624,            0.078672,            0.030984,            0.041234,           0.0042366,           0.0094852,           0.0094852,           0.0094852
                  28,            0.027775,            0.027782,           0.0039425,             0.33592,             0.37875,             0.29383,            0.076799,              0.0311,            0.040383,            0.004173,           0.0094654,           0.0094654,           0.0094654
                  29,            0.027869,            0.027634,           0.0039008,              0.3472,             0.39383,             0.31064,            0.084977,            0.030689,            0.040788,           0.0040635,           0.0094456,           0.0094456,           0.0094456
                  30,            0.027326,            0.027878,           0.0039235,             0.36391,             0.37862,             0.30647,            0.086125,            0.030564,            0.041161,           0.0040387,           0.0094258,           0.0094258,           0.0094258
                  31,             0.02752,            0.027574,           0.0038034,             0.33497,             0.38834,             0.29986,            0.085209,            0.030834,            0.040625,           0.0039593,            0.009406,            0.009406,            0.009406
                  32,            0.027302,            0.027513,           0.0038395,             0.30146,             0.37228,             0.27445,            0.080962,            0.031246,            0.041307,           0.0040736,           0.0093862,           0.0093862,           0.0093862
                  33,             0.02684,            0.027648,           0.0036688,             0.32689,             0.38818,             0.28901,            0.082183,            0.030957,            0.041224,           0.0039979,           0.0093664,           0.0093664,           0.0093664
                  34,            0.026913,            0.027711,           0.0037327,             0.34047,             0.42043,             0.31862,            0.093067,            0.030408,            0.041578,             0.00386,           0.0093466,           0.0093466,           0.0093466
                  35,              0.0264,            0.027198,           0.0035998,             0.35979,             0.40624,              0.3278,             0.10109,            0.030637,            0.042394,           0.0039155,           0.0093268,           0.0093268,           0.0093268
                  36,            0.026787,            0.027187,           0.0036622,             0.36483,             0.41304,             0.33184,             0.10025,            0.030385,            0.041662,           0.0038009,            0.009307,            0.009307,            0.009307
                  37,             0.02686,            0.027197,           0.0036687,             0.35958,             0.40027,             0.31818,            0.092719,            0.030527,            0.041397,           0.0039501,           0.0092872,           0.0092872,           0.0092872
                  38,            0.026095,            0.027785,           0.0035905,             0.37176,             0.40963,             0.33506,             0.10363,            0.030381,            0.041654,           0.0037844,           0.0092674,           0.0092674,           0.0092674
                  39,             0.02615,            0.027871,           0.0035112,              0.3794,             0.41533,             0.33498,            0.092919,            0.030472,            0.040793,           0.0037697,           0.0092476,           0.0092476,           0.0092476
                  40,            0.026062,            0.027434,           0.0035202,             0.35979,             0.40014,             0.31651,            0.091737,            0.030478,            0.041987,           0.0038733,           0.0092278,           0.0092278,           0.0092278
                  41,             0.02619,            0.027416,            0.003504,             0.33601,             0.39932,             0.30692,            0.094279,            0.030599,            0.041345,           0.0037831,            0.009208,            0.009208,            0.009208
                  42,            0.026001,            0.027132,           0.0035417,             0.35541,             0.41363,             0.33035,             0.10396,            0.030662,            0.041589,            0.003728,           0.0091882,           0.0091882,           0.0091882
                  43,            0.025985,            0.026914,            0.003471,             0.37807,             0.41448,             0.32973,            0.095749,            0.030208,            0.041863,           0.0036776,           0.0091684,           0.0091684,           0.0091684
                  44,            0.025759,            0.027727,           0.0034686,             0.37545,             0.39548,             0.31961,            0.091797,            0.030532,            0.041891,            0.003764,           0.0091486,           0.0091486,           0.0091486
                  45,            0.025673,            0.027187,           0.0034555,             0.36303,             0.41136,             0.32623,            0.099227,            0.030278,            0.042022,           0.0037887,           0.0091288,           0.0091288,           0.0091288
                  46,            0.025778,            0.027482,           0.0035121,             0.37665,             0.41769,             0.33194,              0.1024,            0.030074,            0.042036,           0.0037193,            0.009109,            0.009109,            0.009109
                  47,            0.025611,            0.027187,           0.0034795,             0.38047,             0.42488,             0.33632,            0.094577,            0.030224,            0.042283,           0.0037191,           0.0090892,           0.0090892,           0.0090892
                  48,            0.025429,            0.027292,           0.0034001,             0.35342,             0.41042,             0.31877,            0.094974,            0.030439,            0.042275,           0.0037234,           0.0090694,           0.0090694,           0.0090694
                  49,            0.025345,            0.027113,           0.0033857,             0.34455,             0.39799,             0.30746,            0.093997,            0.030481,            0.041836,           0.0037877,           0.0090496,           0.0090496,           0.0090496
                  50,            0.025143,            0.027033,           0.0033929,             0.37391,             0.40567,             0.32541,            0.099249,            0.030214,            0.042899,            0.003633,           0.0090298,           0.0090298,           0.0090298
                  51,            0.025266,            0.027285,              0.0034,             0.35756,             0.39655,             0.30915,            0.093772,            0.030565,             0.04257,           0.0037551,             0.00901,             0.00901,             0.00901
                  52,            0.024865,            0.026897,           0.0032731,             0.36575,             0.41884,             0.33006,              0.0951,             0.03025,            0.042366,           0.0036363,           0.0089902,           0.0089902,           0.0089902
                  53,             0.02516,            0.026897,           0.0033766,             0.36438,             0.39387,             0.30858,            0.090556,            0.030484,            0.043478,           0.0036885,           0.0089704,           0.0089704,           0.0089704
                  54,            0.024785,            0.027287,           0.0032938,             0.37891,             0.39354,             0.32622,            0.097704,            0.030393,            0.042774,           0.0036455,           0.0089506,           0.0089506,           0.0089506
                  55,            0.024968,            0.026732,           0.0033056,             0.38341,             0.40281,             0.32936,             0.10266,            0.030462,            0.042965,           0.0036674,           0.0089308,           0.0089308,           0.0089308
                  56,            0.024896,            0.027041,           0.0033366,             0.39205,             0.42023,             0.34092,             0.10357,            0.030252,            0.043078,           0.0036841,            0.008911,            0.008911,            0.008911
                  57,            0.024501,            0.027329,           0.0032793,             0.37522,             0.41296,             0.32392,             0.10158,            0.030191,            0.043135,           0.0034975,           0.0088912,           0.0088912,           0.0088912
                  58,            0.024907,            0.026832,           0.0032607,             0.36777,             0.41002,             0.31761,            0.099407,            0.030397,            0.042869,           0.0036742,           0.0088714,           0.0088714,           0.0088714
                  59,            0.024318,            0.027171,           0.0032827,             0.38705,             0.41983,             0.33775,            0.098486,            0.030308,            0.043122,           0.0035289,           0.0088516,           0.0088516,           0.0088516
                  60,            0.024496,            0.027011,            0.003261,             0.37584,             0.40483,             0.32723,             0.10268,            0.030444,            0.043584,           0.0037512,           0.0088318,           0.0088318,           0.0088318
                  61,            0.024425,            0.026419,           0.0032713,              0.3795,             0.41914,             0.33099,             0.10352,            0.030194,            0.043458,           0.0035402,            0.008812,            0.008812,            0.008812
                  62,            0.024399,            0.027113,           0.0032729,             0.38152,             0.41826,             0.33316,              0.1053,            0.030281,            0.042803,           0.0036338,           0.0087922,           0.0087922,           0.0087922
                  63,            0.024272,            0.027102,           0.0032452,             0.38571,             0.41955,             0.33733,             0.10658,             0.03016,            0.043456,           0.0036009,           0.0087724,           0.0087724,           0.0087724
                  64,            0.024387,            0.026235,           0.0032742,             0.38981,             0.42471,             0.33745,             0.10387,            0.030042,             0.04328,           0.0036311,           0.0087526,           0.0087526,           0.0087526
                  65,            0.024161,            0.026663,            0.003197,             0.38575,             0.40806,             0.32828,             0.10053,            0.030228,            0.043219,           0.0035346,           0.0087328,           0.0087328,           0.0087328
                  66,            0.024279,            0.026401,           0.0032041,             0.36928,             0.40979,             0.32682,             0.10295,            0.030502,            0.043648,           0.0035581,            0.008713,            0.008713,            0.008713
                  67,            0.024091,            0.026683,           0.0032231,              0.3902,             0.42933,             0.34814,             0.11322,            0.030076,            0.043469,           0.0036841,           0.0086932,           0.0086932,           0.0086932
                  68,             0.02404,            0.026955,            0.003169,             0.36887,             0.40072,             0.31758,             0.10253,            0.030556,            0.043957,           0.0035898,           0.0086734,           0.0086734,           0.0086734
                  69,            0.024386,            0.026615,           0.0031964,             0.38371,              0.4123,             0.32947,             0.10189,            0.030297,             0.04428,           0.0035917,           0.0086536,           0.0086536,           0.0086536
                  70,            0.023775,            0.026852,            0.003209,             0.37877,             0.41503,             0.33167,              0.1045,            0.030301,            0.044056,           0.0036317,           0.0086338,           0.0086338,           0.0086338
                  71,             0.02378,            0.026519,           0.0031249,             0.37867,             0.41392,              0.3271,             0.10287,            0.030314,            0.043397,           0.0035826,            0.008614,            0.008614,            0.008614
                  72,            0.024143,            0.026208,           0.0031588,             0.37655,              0.4069,             0.32605,             0.10451,            0.030367,            0.044263,           0.0035834,           0.0085942,           0.0085942,           0.0085942
                  73,            0.024202,            0.026165,           0.0032264,             0.38011,             0.39748,             0.32092,             0.10364,            0.030376,            0.043404,           0.0035626,           0.0085744,           0.0085744,           0.0085744
                  74,            0.023715,            0.026556,           0.0031517,             0.38975,             0.41753,             0.33672,             0.10601,            0.029979,            0.043147,           0.0035332,           0.0085546,           0.0085546,           0.0085546
                  75,            0.023572,            0.026445,           0.0031272,             0.40129,             0.43008,              0.3514,             0.10973,            0.030033,            0.043273,           0.0034905,           0.0085348,           0.0085348,           0.0085348
                  76,            0.023567,            0.026613,           0.0031439,             0.39658,             0.42935,             0.34788,             0.11171,            0.029906,            0.044019,           0.0035022,            0.008515,            0.008515,            0.008515
                  77,            0.023683,            0.026363,           0.0031069,             0.37177,             0.40667,             0.32299,             0.10413,            0.030637,            0.043233,           0.0034442,           0.0084952,           0.0084952,           0.0084952
                  78,            0.023751,            0.025938,            0.003139,             0.38119,             0.41633,             0.33171,             0.10499,            0.030364,            0.043208,           0.0035356,           0.0084754,           0.0084754,           0.0084754
                  79,             0.02345,            0.026475,           0.0030908,             0.37736,             0.40963,             0.32647,             0.10058,            0.030504,            0.044318,           0.0035585,           0.0084556,           0.0084556,           0.0084556
                  80,            0.023694,            0.026423,           0.0030906,             0.40504,             0.41256,              0.3438,             0.11066,            0.030328,              0.0444,           0.0036582,           0.0084358,           0.0084358,           0.0084358
                  81,            0.023469,            0.026365,           0.0031238,             0.38234,             0.42224,              0.3313,             0.10498,            0.030209,            0.044465,           0.0035187,            0.008416,            0.008416,            0.008416
                  82,            0.023557,            0.026259,           0.0030792,             0.39668,             0.42432,             0.34915,             0.11035,            0.030258,            0.044153,           0.0036111,           0.0083962,           0.0083962,           0.0083962
                  83,            0.023364,            0.026486,           0.0030813,             0.37446,             0.41443,             0.32721,             0.10296,            0.030426,            0.044543,           0.0036048,           0.0083764,           0.0083764,           0.0083764
                  84,             0.02311,            0.026332,           0.0029939,             0.39743,             0.42385,             0.35024,             0.11263,            0.030075,            0.044141,            0.003499,           0.0083566,           0.0083566,           0.0083566
                  85,            0.023621,            0.025638,           0.0031344,             0.38053,             0.42205,             0.33396,              0.1074,            0.030367,            0.044847,           0.0035552,           0.0083368,           0.0083368,           0.0083368
                  86,            0.023219,            0.026327,           0.0030659,             0.38177,             0.40689,             0.32842,             0.10262,            0.030506,            0.044795,            0.003528,            0.008317,            0.008317,            0.008317
                  87,            0.023361,            0.025894,           0.0030615,             0.39647,             0.41857,             0.33966,             0.10803,            0.030191,            0.044099,           0.0034865,           0.0082972,           0.0082972,           0.0082972
                  88,            0.023076,            0.026566,           0.0030786,             0.40306,             0.42207,             0.34579,             0.11061,            0.030112,            0.044724,           0.0035476,           0.0082774,           0.0082774,           0.0082774
                  89,            0.022939,            0.026133,           0.0029822,             0.38026,             0.41368,             0.32538,             0.10064,            0.030437,            0.044791,           0.0036318,           0.0082576,           0.0082576,           0.0082576
                  90,            0.023114,            0.025772,           0.0030512,             0.39144,             0.42243,             0.33946,             0.10728,            0.030199,            0.044958,           0.0035326,           0.0082378,           0.0082378,           0.0082378
                  91,            0.022726,            0.026114,           0.0030066,             0.40524,             0.42452,             0.34983,             0.11269,            0.030066,            0.044394,           0.0035042,            0.008218,            0.008218,            0.008218
                  92,            0.023025,            0.025861,           0.0030192,             0.39164,             0.41801,             0.33544,             0.10673,             0.03032,            0.044564,           0.0035238,           0.0081982,           0.0081982,           0.0081982
                  93,             0.02272,            0.025984,           0.0029972,             0.39966,             0.42773,             0.34761,             0.10841,            0.030114,            0.045223,           0.0034495,           0.0081784,           0.0081784,           0.0081784
                  94,            0.022983,            0.025792,            0.002985,              0.3843,             0.41828,             0.33064,             0.10716,            0.030337,            0.045063,           0.0034701,           0.0081586,           0.0081586,           0.0081586
                  95,            0.022826,             0.02618,           0.0030339,             0.39506,             0.41724,             0.33721,             0.11047,            0.030224,            0.045829,           0.0034968,           0.0081388,           0.0081388,           0.0081388
                  96,            0.022912,            0.025851,           0.0029712,             0.39904,             0.42459,             0.34459,             0.11346,            0.030219,            0.045114,            0.003565,            0.008119,            0.008119,            0.008119
                  97,            0.022711,            0.025632,           0.0029746,              0.3979,             0.42316,             0.34384,             0.10815,            0.030118,            0.045054,           0.0034263,           0.0080992,           0.0080992,           0.0080992
                  98,            0.022911,            0.025914,           0.0030366,             0.39418,             0.41575,             0.34075,             0.10871,            0.030283,            0.045339,            0.003486,           0.0080794,           0.0080794,           0.0080794
                  99,             0.02251,            0.026031,           0.0029162,             0.39528,             0.41662,             0.34084,             0.10876,            0.030319,             0.04506,           0.0034919,           0.0080596,           0.0080596,           0.0080596
                 100,            0.022602,            0.025374,           0.0029626,             0.38767,             0.42349,             0.33803,             0.10864,            0.030256,            0.045699,           0.0035023,           0.0080398,           0.0080398,           0.0080398
                 101,            0.022534,            0.025754,           0.0029405,             0.40199,             0.42523,             0.34432,              0.1104,            0.030217,            0.045771,           0.0034752,             0.00802,             0.00802,             0.00802
                 102,             0.02242,            0.025877,           0.0029554,             0.40679,             0.42245,              0.3487,             0.11344,            0.030276,            0.045215,           0.0035218,           0.0080002,           0.0080002,           0.0080002
                 103,            0.022308,            0.026022,           0.0029194,             0.38758,             0.41984,             0.33515,             0.10902,            0.030265,            0.045101,           0.0035603,           0.0079804,           0.0079804,           0.0079804
                 104,            0.022613,            0.025752,           0.0029691,               0.394,             0.41547,             0.33567,             0.10948,            0.030442,            0.045555,           0.0034616,           0.0079606,           0.0079606,           0.0079606
                 105,            0.022388,            0.025989,           0.0029171,             0.41203,             0.42528,             0.35018,             0.11489,            0.030262,            0.045627,           0.0035813,           0.0079408,           0.0079408,           0.0079408
                 106,            0.022387,            0.026015,           0.0029646,             0.39819,             0.41934,             0.34039,             0.10948,            0.030329,            0.044711,           0.0035367,            0.007921,            0.007921,            0.007921
                 107,             0.02268,            0.025496,           0.0030127,             0.40774,              0.4158,             0.34159,             0.11011,            0.030266,            0.045502,           0.0034626,           0.0079012,           0.0079012,           0.0079012
                 108,            0.022217,            0.025668,            0.002907,             0.39062,             0.42233,             0.33676,             0.10755,            0.030228,            0.045809,           0.0034292,           0.0078814,           0.0078814,           0.0078814
                 109,            0.022574,            0.025638,           0.0030145,             0.40452,              0.4089,             0.33672,             0.10696,            0.030191,            0.045231,           0.0035137,           0.0078616,           0.0078616,           0.0078616
                 110,             0.02267,            0.025523,           0.0030221,             0.40869,             0.42817,             0.34595,             0.11138,            0.030033,            0.044847,           0.0035156,           0.0078418,           0.0078418,           0.0078418
                 111,            0.022287,            0.025223,           0.0029143,             0.41332,             0.42512,             0.34748,             0.11148,            0.030178,            0.046087,            0.003551,            0.007822,            0.007822,            0.007822
                 112,            0.021967,            0.025319,           0.0028526,             0.39818,             0.42264,             0.34289,             0.10857,             0.03038,            0.045465,           0.0034985,           0.0078022,           0.0078022,           0.0078022
                 113,            0.022283,            0.025223,           0.0029498,             0.41854,             0.42694,             0.35365,             0.11657,            0.030115,            0.045417,           0.0034806,           0.0077824,           0.0077824,           0.0077824
                 114,            0.022111,            0.025372,           0.0028956,             0.40399,             0.43106,             0.34836,             0.11277,            0.030102,            0.045709,           0.0035376,           0.0077626,           0.0077626,           0.0077626
                 115,            0.021996,            0.025589,            0.002876,             0.40277,             0.42309,             0.34361,             0.11304,            0.030319,            0.045951,            0.003516,           0.0077428,           0.0077428,           0.0077428
                 116,            0.022012,            0.025781,           0.0028978,             0.40106,             0.43136,             0.34754,             0.11436,            0.030139,            0.045437,           0.0034549,            0.007723,            0.007723,            0.007723
                 117,            0.022016,            0.025743,           0.0028789,             0.41558,             0.41851,             0.34451,             0.11165,            0.030152,            0.045935,           0.0035205,           0.0077032,           0.0077032,           0.0077032
                 118,            0.022512,            0.025123,            0.003028,             0.41022,             0.43163,             0.34916,             0.11303,            0.030112,            0.046318,           0.0036219,           0.0076834,           0.0076834,           0.0076834
                 119,            0.022228,            0.025391,           0.0029641,             0.40801,             0.42625,             0.34556,             0.11027,            0.030291,            0.046438,           0.0035228,           0.0076636,           0.0076636,           0.0076636
                 120,            0.022052,            0.025489,           0.0028895,             0.41455,             0.42407,             0.34651,             0.11568,            0.030183,            0.045809,           0.0035458,           0.0076438,           0.0076438,           0.0076438
                 121,            0.022084,            0.025385,           0.0029589,             0.40816,              0.4203,             0.34362,             0.11186,            0.030456,            0.046107,            0.003613,            0.007624,            0.007624,            0.007624
                 122,            0.021693,            0.025521,             0.00288,             0.40241,             0.42615,             0.34602,             0.11733,            0.030344,            0.046175,           0.0034949,           0.0076042,           0.0076042,           0.0076042
                 123,            0.021907,            0.025531,           0.0029403,             0.40067,             0.42593,             0.33884,             0.11088,            0.030221,            0.046423,           0.0035269,           0.0075844,           0.0075844,           0.0075844
                 124,            0.022254,            0.025007,           0.0029313,             0.40101,               0.424,             0.34453,              0.1113,            0.030491,            0.045711,           0.0035078,           0.0075646,           0.0075646,           0.0075646
                 125,            0.021867,            0.024925,           0.0029054,             0.41144,             0.43256,             0.34905,             0.11621,            0.030247,            0.045849,           0.0035479,           0.0075448,           0.0075448,           0.0075448
                 126,            0.021635,            0.025489,           0.0028182,             0.39669,             0.42187,             0.33836,              0.1124,             0.03032,            0.046142,           0.0034688,            0.007525,            0.007525,            0.007525
                 127,            0.021976,            0.025346,           0.0029272,             0.40464,             0.42526,             0.34209,             0.10983,            0.030311,            0.046537,           0.0035132,           0.0075052,           0.0075052,           0.0075052
                 128,            0.021611,             0.02536,           0.0028096,             0.40691,             0.42631,             0.34869,             0.11394,            0.030232,            0.045986,           0.0035046,           0.0074854,           0.0074854,           0.0074854
                 129,            0.021717,             0.02516,           0.0028687,             0.41536,             0.43607,             0.35898,             0.11881,            0.030089,            0.046284,           0.0035332,           0.0074656,           0.0074656,           0.0074656
                 130,            0.021428,            0.025327,           0.0028373,             0.41418,              0.4278,              0.3539,             0.11612,            0.030229,             0.04662,           0.0034974,           0.0074458,           0.0074458,           0.0074458
                 131,            0.021622,            0.024947,           0.0028112,             0.40355,              0.4172,             0.33716,             0.10822,            0.030403,            0.046829,           0.0035361,            0.007426,            0.007426,            0.007426
                 132,            0.021502,            0.024922,           0.0028259,             0.40843,             0.42459,             0.34324,             0.11381,            0.030264,            0.046534,           0.0035298,           0.0074062,           0.0074062,           0.0074062
                 133,            0.021356,             0.02547,           0.0028081,             0.41315,              0.4217,             0.34482,             0.11481,            0.030172,            0.046618,           0.0035126,           0.0073864,           0.0073864,           0.0073864
                 134,            0.021828,            0.025249,           0.0029116,             0.40878,             0.42615,             0.34565,             0.11638,            0.030302,            0.046142,           0.0034695,           0.0073666,           0.0073666,           0.0073666
                 135,            0.021678,            0.024916,           0.0029024,             0.41681,             0.42367,             0.34834,              0.1147,             0.03023,            0.046915,           0.0034766,           0.0073468,           0.0073468,           0.0073468
                 136,            0.021281,            0.025038,           0.0027916,             0.41324,             0.42773,             0.34881,             0.11392,            0.030165,            0.047031,           0.0035098,            0.007327,            0.007327,            0.007327
                 137,            0.021386,            0.024985,           0.0028196,             0.41293,             0.42788,             0.34991,             0.11827,            0.030243,            0.046984,           0.0035213,           0.0073072,           0.0073072,           0.0073072
                 138,            0.021424,            0.025228,           0.0028115,             0.41493,             0.42711,             0.34527,             0.11374,            0.030139,            0.047044,           0.0035062,           0.0072874,           0.0072874,           0.0072874
                 139,            0.021769,            0.024711,           0.0028784,             0.40787,             0.42277,             0.34135,             0.11022,            0.030349,            0.046749,           0.0035414,           0.0072676,           0.0072676,           0.0072676
                 140,            0.021321,            0.024987,           0.0028604,              0.4219,             0.43256,               0.359,             0.11796,            0.030175,            0.047009,            0.003462,           0.0072478,           0.0072478,           0.0072478
                 141,            0.021408,            0.024695,           0.0028342,             0.41652,             0.42263,             0.34657,             0.11466,            0.030278,            0.047206,           0.0035228,            0.007228,            0.007228,            0.007228
                 142,            0.021372,             0.02495,           0.0027953,              0.4159,             0.42882,             0.34597,             0.11374,            0.030159,            0.046657,           0.0035368,           0.0072082,           0.0072082,           0.0072082
                 143,            0.021253,            0.024946,           0.0028153,             0.41256,             0.41996,             0.34552,             0.11487,            0.030308,            0.047191,            0.003517,           0.0071884,           0.0071884,           0.0071884
                 144,            0.021403,            0.025073,            0.002806,             0.41348,             0.42892,             0.34795,             0.11681,            0.030143,            0.047059,           0.0035521,           0.0071686,           0.0071686,           0.0071686
                 145,            0.021443,            0.025015,           0.0028474,             0.42195,             0.42211,             0.34693,             0.11596,             0.03017,            0.047732,           0.0035742,           0.0071488,           0.0071488,           0.0071488
                 146,            0.021456,            0.024873,           0.0028258,             0.41294,             0.42914,             0.34801,             0.11681,            0.030244,            0.047826,           0.0035272,            0.007129,            0.007129,            0.007129
                 147,             0.02139,            0.024471,            0.002826,             0.40283,             0.42339,             0.33698,             0.11053,            0.030305,            0.047842,           0.0034837,           0.0071092,           0.0071092,           0.0071092
                 148,            0.021129,            0.024921,           0.0027946,             0.41566,             0.42382,             0.34611,             0.11291,            0.030081,            0.048222,           0.0035259,           0.0070894,           0.0070894,           0.0070894
                 149,            0.020827,            0.024966,           0.0027549,             0.42192,             0.43037,             0.35231,             0.11761,            0.030104,            0.048037,           0.0035454,           0.0070696,           0.0070696,           0.0070696
                 150,            0.021169,            0.024509,            0.002799,             0.41499,             0.42938,             0.35366,             0.11429,            0.030263,            0.047991,           0.0035373,           0.0070498,           0.0070498,           0.0070498
                 151,            0.021142,            0.024788,           0.0027803,             0.41999,             0.41997,              0.3468,             0.11287,            0.030143,            0.047705,           0.0034287,             0.00703,             0.00703,             0.00703
                 152,            0.021182,            0.024764,           0.0027845,             0.41583,             0.42311,             0.34482,               0.114,            0.030133,            0.047532,           0.0034745,           0.0070102,           0.0070102,           0.0070102
                 153,            0.020998,            0.024638,           0.0027977,             0.41038,             0.42534,              0.3431,             0.11603,            0.030243,            0.048332,            0.003525,           0.0069904,           0.0069904,           0.0069904
                 154,            0.021184,            0.025143,           0.0028231,             0.42249,             0.42681,                0.35,             0.11505,            0.030191,            0.047822,           0.0035436,           0.0069706,           0.0069706,           0.0069706
                 155,              0.0209,            0.024615,           0.0027595,             0.41958,              0.4241,             0.34911,             0.11667,            0.030326,            0.047814,           0.0036347,           0.0069508,           0.0069508,           0.0069508
                 156,             0.02095,            0.024459,            0.002762,             0.42418,             0.43186,             0.35369,             0.11797,            0.030136,            0.047801,           0.0035728,            0.006931,            0.006931,            0.006931
                 157,            0.020655,            0.024718,           0.0027495,             0.41862,             0.42736,             0.34878,             0.11845,            0.030261,             0.04838,           0.0035598,           0.0069112,           0.0069112,           0.0069112
                 158,            0.021361,            0.024558,           0.0028523,             0.42187,             0.42417,             0.34592,             0.11651,            0.030315,            0.048142,           0.0035458,           0.0068914,           0.0068914,           0.0068914
