               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.028063,            0.020234,           0.0020231,             0.46814,             0.44064,             0.38805,             0.13324,            0.030131,            0.014615,           0.0019408,           0.0068914,           0.0068914,           0.0068914
                 159,            0.027954,            0.020941,           0.0020122,             0.45333,             0.43689,             0.37343,             0.12912,             0.03008,            0.014713,           0.0019353,           0.0068716,           0.0068716,           0.0068716
                 160,             0.02744,            0.019511,           0.0019706,              0.4924,              0.4097,              0.3807,             0.13162,            0.030219,            0.014634,           0.0019217,           0.0068518,           0.0068518,           0.0068518
                 161,            0.027743,            0.019725,           0.0020435,             0.44489,             0.41222,             0.35044,             0.11947,            0.030879,            0.014662,           0.0019127,            0.006832,            0.006832,            0.006832
                 162,            0.028175,             0.01925,            0.002068,             0.48041,             0.47303,             0.39748,             0.13643,            0.030074,            0.014539,           0.0019103,           0.0068122,           0.0068122,           0.0068122
                 163,            0.027849,             0.02023,            0.001991,             0.48289,             0.45261,             0.39513,              0.1327,            0.030015,            0.014683,            0.001923,           0.0067924,           0.0067924,           0.0067924
                 164,            0.027908,            0.020703,           0.0021268,             0.46055,              0.4511,             0.38441,             0.12526,            0.030614,            0.014855,           0.0019359,           0.0067726,           0.0067726,           0.0067726
                 165,            0.027164,            0.022112,           0.0018245,             0.46593,             0.44607,             0.39009,             0.13263,            0.030138,            0.014769,           0.0019509,           0.0067528,           0.0067528,           0.0067528
                 166,            0.027574,            0.021118,           0.0019957,             0.49168,              0.4489,             0.40138,             0.13346,             0.03003,            0.014753,           0.0019441,            0.006733,            0.006733,            0.006733
                 167,            0.027344,            0.019706,           0.0019013,             0.46995,             0.40924,              0.3691,             0.12046,            0.030231,            0.014722,           0.0019335,           0.0067132,           0.0067132,           0.0067132
                 168,            0.027712,            0.019261,           0.0020691,              0.4934,             0.43334,              0.3885,             0.13477,            0.029753,            0.014706,           0.0019335,           0.0066934,           0.0066934,           0.0066934
                 169,            0.028589,            0.020397,           0.0023094,             0.54905,             0.40708,             0.40197,              0.1387,            0.029499,            0.014727,             0.00194,           0.0066736,           0.0066736,           0.0066736
                 170,            0.027075,            0.020166,           0.0019101,             0.51634,             0.41816,             0.39352,             0.13574,            0.029809,            0.014633,           0.0019571,           0.0066538,           0.0066538,           0.0066538
                 171,            0.027438,            0.021453,           0.0021808,             0.50936,             0.43885,              0.4056,              0.1415,            0.029691,            0.014619,           0.0019343,            0.006634,            0.006634,            0.006634
                 172,            0.027601,            0.019952,           0.0020394,             0.51023,             0.43985,             0.41557,             0.13707,            0.029771,            0.014557,           0.0019285,           0.0066142,           0.0066142,           0.0066142
                 173,            0.026412,            0.020287,           0.0017811,             0.50429,             0.43532,               0.401,             0.14201,            0.029557,            0.014553,            0.001939,           0.0065944,           0.0065944,           0.0065944
                 174,            0.027464,            0.019117,           0.0021079,             0.49995,             0.45546,             0.42392,             0.15034,            0.029293,            0.014484,             0.00196,           0.0065746,           0.0065746,           0.0065746
                 175,             0.02773,            0.021388,           0.0020768,             0.53598,             0.41969,             0.42525,             0.14723,            0.029383,            0.014513,           0.0019515,           0.0065548,           0.0065548,           0.0065548
                 176,            0.027153,            0.021224,           0.0021074,              0.5095,             0.45591,             0.42846,              0.1461,            0.029443,            0.014735,           0.0019721,            0.006535,            0.006535,            0.006535
                 177,            0.026825,            0.022046,            0.001815,             0.53457,             0.45416,             0.43117,             0.14477,            0.029304,            0.014682,           0.0019467,           0.0065152,           0.0065152,           0.0065152
                 178,            0.027148,            0.019531,           0.0020492,             0.50928,             0.44782,             0.41927,             0.14431,            0.029396,            0.014595,             0.00195,           0.0064954,           0.0064954,           0.0064954
                 179,            0.026799,            0.021011,           0.0020155,             0.49331,             0.44291,              0.4036,             0.13881,            0.029573,            0.014641,           0.0019543,           0.0064756,           0.0064756,           0.0064756
                 180,            0.027626,            0.020503,           0.0020449,             0.50024,             0.42904,             0.39987,              0.1319,            0.029601,            0.014695,           0.0019312,           0.0064558,           0.0064558,           0.0064558
                 181,             0.02933,            0.020209,           0.0024694,             0.49809,             0.45649,              0.4175,             0.13924,            0.029605,            0.014713,           0.0019292,            0.006436,            0.006436,            0.006436
                 182,            0.027725,             0.02096,           0.0020757,             0.48094,             0.45174,             0.41516,             0.14494,            0.029554,            0.014675,           0.0019359,           0.0064162,           0.0064162,           0.0064162
                 183,            0.027289,            0.019079,            0.002024,             0.50295,             0.44683,             0.41168,             0.13282,            0.029704,            0.014647,           0.0019276,           0.0063964,           0.0063964,           0.0063964
                 184,            0.027139,            0.019778,           0.0019291,             0.46941,             0.42388,             0.39313,             0.12709,             0.03025,             0.01475,           0.0019404,           0.0063766,           0.0063766,           0.0063766
                 185,            0.026906,            0.020925,           0.0019139,             0.49473,             0.43145,              0.3981,             0.13778,            0.029843,            0.014909,           0.0019311,           0.0063568,           0.0063568,           0.0063568
                 186,            0.026572,            0.021007,           0.0018818,             0.50241,             0.41375,             0.39713,             0.12698,             0.03004,            0.014959,           0.0019222,            0.006337,            0.006337,            0.006337
                 187,            0.026949,            0.020086,           0.0019119,             0.47158,              0.4487,             0.40837,             0.13324,            0.029779,             0.01491,           0.0019405,           0.0063172,           0.0063172,           0.0063172
                 188,            0.027094,            0.021368,           0.0020287,             0.48454,             0.45045,              0.4071,              0.1359,             0.02989,            0.014638,           0.0019364,           0.0062974,           0.0062974,           0.0062974
                 189,            0.027295,            0.020392,           0.0019843,             0.50753,             0.43017,             0.40179,             0.13746,            0.029962,            0.014542,           0.0019423,           0.0062776,           0.0062776,           0.0062776
                 190,              0.0274,            0.021183,           0.0020052,             0.45446,             0.44906,             0.38603,             0.12614,            0.030207,            0.014688,           0.0019363,           0.0062578,           0.0062578,           0.0062578
                 191,            0.027792,            0.020532,           0.0020827,              0.4613,             0.43668,             0.38838,             0.12227,            0.030173,            0.014814,           0.0019236,            0.006238,            0.006238,            0.006238
                 192,            0.027864,            0.019933,           0.0021185,             0.48525,             0.42707,             0.40693,             0.13553,            0.030011,            0.014765,           0.0019526,           0.0062182,           0.0062182,           0.0062182
                 193,            0.026852,            0.020105,           0.0020727,             0.51805,             0.44935,             0.41198,             0.14383,            0.029801,            0.014796,           0.0019528,           0.0061984,           0.0061984,           0.0061984
                 194,            0.027308,            0.020193,           0.0019845,             0.50051,             0.46951,              0.4147,             0.13573,            0.029817,             0.01479,           0.0019413,           0.0061786,           0.0061786,           0.0061786
                 195,             0.02742,             0.02005,           0.0020536,             0.48994,             0.45875,             0.40392,             0.13334,            0.029767,            0.014682,           0.0019285,           0.0061588,           0.0061588,           0.0061588
                 196,            0.027897,            0.020342,           0.0021628,             0.53896,             0.45338,             0.42442,             0.14317,            0.029623,             0.01471,           0.0019283,            0.006139,            0.006139,            0.006139
                 197,            0.027459,            0.020373,           0.0020344,             0.50946,             0.44002,             0.41316,             0.14423,            0.029771,            0.014793,           0.0019289,           0.0061192,           0.0061192,           0.0061192
                 198,            0.027213,            0.020093,           0.0021208,             0.48521,             0.42633,             0.40384,             0.13699,            0.029712,             0.01472,           0.0019312,           0.0060994,           0.0060994,           0.0060994
                 199,            0.026975,            0.021067,            0.001883,             0.48166,             0.44752,             0.39661,             0.13625,            0.029718,            0.014728,           0.0019118,           0.0060796,           0.0060796,           0.0060796
                 200,            0.026658,             0.02085,           0.0019744,             0.48118,             0.45711,             0.41543,             0.13854,             0.02946,            0.014651,           0.0019118,           0.0060598,           0.0060598,           0.0060598
                 201,            0.026965,             0.01963,           0.0020228,             0.52309,             0.43236,             0.42141,             0.13611,            0.029733,            0.014678,           0.0019202,             0.00604,             0.00604,             0.00604
                 202,            0.028023,            0.019663,           0.0022027,             0.48532,             0.47361,             0.42753,             0.14291,            0.029545,            0.014696,           0.0019355,           0.0060202,           0.0060202,           0.0060202
                 203,            0.026819,             0.02068,           0.0019121,             0.49536,             0.49136,             0.43066,             0.14441,              0.0296,            0.014759,            0.001942,           0.0060004,           0.0060004,           0.0060004
                 204,            0.027446,             0.02048,           0.0020145,             0.47696,             0.48171,             0.42591,              0.1491,            0.029447,            0.014627,           0.0019438,           0.0059806,           0.0059806,           0.0059806
                 205,            0.026894,            0.021095,           0.0019257,             0.54263,             0.46261,             0.44737,             0.15191,            0.029238,            0.014651,           0.0019512,           0.0059608,           0.0059608,           0.0059608
                 206,            0.027234,            0.021277,           0.0020613,             0.51148,              0.4583,             0.43092,             0.14885,            0.029407,            0.014558,           0.0019491,            0.005941,            0.005941,            0.005941
                 207,            0.027797,            0.019397,           0.0020793,             0.47501,               0.459,             0.40803,             0.14287,            0.029642,            0.014627,           0.0019519,           0.0059212,           0.0059212,           0.0059212
                 208,            0.027591,            0.020633,           0.0020445,             0.50251,             0.43919,             0.42179,             0.14641,            0.029537,            0.014672,            0.001954,           0.0059014,           0.0059014,           0.0059014
                 209,            0.027258,            0.020214,            0.002023,             0.47485,             0.47345,             0.42429,             0.14353,            0.029739,            0.014668,           0.0019465,           0.0058816,           0.0058816,           0.0058816
                 210,            0.027992,             0.02061,           0.0022537,             0.49806,             0.48842,             0.43855,             0.15057,            0.029482,            0.014485,           0.0019339,           0.0058618,           0.0058618,           0.0058618
                 211,            0.027631,            0.020378,              0.0021,             0.51346,              0.4899,             0.43745,             0.14747,            0.029404,            0.014525,           0.0019197,            0.005842,            0.005842,            0.005842
                 212,            0.027412,            0.020512,           0.0021256,             0.52328,             0.48425,              0.4374,             0.15025,            0.029266,            0.014643,            0.001933,           0.0058222,           0.0058222,           0.0058222
                 213,            0.027364,            0.019898,           0.0021259,              0.5297,             0.45958,             0.42746,             0.13943,            0.029582,            0.014779,           0.0019239,           0.0058024,           0.0058024,           0.0058024
                 214,            0.027349,            0.020886,           0.0021688,             0.52118,             0.44782,              0.4266,              0.1431,            0.029574,            0.014626,           0.0019379,           0.0057826,           0.0057826,           0.0057826
                 215,            0.026709,            0.020676,           0.0018331,             0.48657,             0.45849,             0.40629,              0.1374,            0.029635,            0.014613,           0.0019425,           0.0057628,           0.0057628,           0.0057628
                 216,            0.027097,            0.021252,           0.0021376,             0.47878,             0.47063,             0.40867,             0.13999,            0.029611,            0.014719,           0.0019261,            0.005743,            0.005743,            0.005743
                 217,             0.02634,            0.020036,           0.0019329,             0.48647,             0.44056,             0.40454,             0.13763,            0.029675,            0.014709,           0.0019284,           0.0057232,           0.0057232,           0.0057232
                 218,            0.026636,            0.020774,            0.001967,             0.49159,             0.46602,             0.41771,             0.14157,            0.029738,            0.014731,           0.0019322,           0.0057034,           0.0057034,           0.0057034
                 219,            0.026794,            0.020809,           0.0019247,             0.53467,             0.46672,             0.43552,             0.14768,            0.029294,            0.014676,           0.0019258,           0.0056836,           0.0056836,           0.0056836
                 220,            0.026951,            0.019613,           0.0020453,             0.52127,             0.48176,             0.42439,             0.14655,            0.029357,            0.014671,           0.0019059,           0.0056638,           0.0056638,           0.0056638
                 221,            0.026916,            0.020357,           0.0019859,             0.54757,             0.45167,             0.43585,             0.14359,             0.02931,            0.014689,           0.0019329,            0.005644,            0.005644,            0.005644
                 222,            0.026686,            0.020791,           0.0019319,             0.53896,             0.44814,             0.42087,             0.13525,            0.029567,            0.014963,           0.0019354,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027521,            0.022103,           0.0021464,             0.51638,             0.44278,             0.40854,              0.1389,            0.029466,            0.014954,           0.0019278,           0.0056044,           0.0056044,           0.0056044
                 224,            0.027093,             0.02052,           0.0019658,             0.52274,             0.43059,             0.40447,             0.13728,            0.029553,            0.014891,           0.0019027,           0.0055846,           0.0055846,           0.0055846
                 225,            0.026878,            0.021009,           0.0019927,             0.48616,             0.45829,              0.4212,             0.13982,            0.029439,            0.014822,           0.0019016,           0.0055648,           0.0055648,           0.0055648
                 226,            0.027268,            0.019666,           0.0020372,             0.48651,             0.47894,             0.42302,             0.14637,            0.029414,            0.014729,           0.0019074,            0.005545,            0.005545,            0.005545
                 227,            0.026315,            0.020078,           0.0019145,             0.51502,             0.45392,             0.41403,             0.13709,            0.029827,             0.01479,           0.0019034,           0.0055252,           0.0055252,           0.0055252
                 228,            0.026274,            0.019329,           0.0019132,             0.52107,             0.46231,             0.42154,             0.14315,            0.029597,            0.014842,           0.0019052,           0.0055054,           0.0055054,           0.0055054
                 229,            0.026857,            0.019519,           0.0019955,             0.54163,              0.4724,             0.43496,             0.15707,            0.029248,            0.014797,           0.0019142,           0.0054856,           0.0054856,           0.0054856
                 230,             0.02676,            0.019761,           0.0019171,             0.51664,             0.47027,             0.42389,             0.14832,            0.029434,            0.014667,           0.0019071,           0.0054658,           0.0054658,           0.0054658
                 231,            0.027632,            0.022362,           0.0020922,             0.51081,             0.44738,             0.40751,             0.14292,            0.029492,            0.014866,           0.0019168,            0.005446,            0.005446,            0.005446
                 232,             0.02623,            0.021276,           0.0019154,             0.51517,             0.46591,             0.41867,             0.14466,            0.029508,            0.015044,           0.0019196,           0.0054262,           0.0054262,           0.0054262
                 233,            0.026279,              0.0203,           0.0018776,             0.53255,             0.46742,             0.42801,             0.15575,            0.029146,            0.014844,           0.0019248,           0.0054064,           0.0054064,           0.0054064
                 234,             0.02632,            0.019448,           0.0018327,             0.53392,             0.47846,             0.44346,             0.16124,            0.029083,            0.014818,            0.001907,           0.0053866,           0.0053866,           0.0053866
                 235,            0.026682,            0.019889,             0.00198,              0.5308,             0.45709,             0.43235,              0.1529,            0.029257,            0.014785,           0.0019061,           0.0053668,           0.0053668,           0.0053668
                 236,            0.027005,            0.019376,           0.0020666,             0.49551,             0.46261,             0.42277,             0.15103,            0.029249,            0.014753,           0.0019147,            0.005347,            0.005347,            0.005347
                 237,            0.026008,            0.020362,           0.0017911,             0.51403,             0.46859,             0.42758,             0.15132,            0.029446,            0.014776,           0.0019304,           0.0053272,           0.0053272,           0.0053272
                 238,            0.026687,            0.021064,           0.0019424,             0.49151,             0.46857,             0.42814,             0.15018,            0.029461,            0.014819,           0.0019217,           0.0053074,           0.0053074,           0.0053074
                 239,            0.027275,            0.020149,           0.0019469,             0.47757,              0.4658,             0.40829,             0.14404,            0.029471,            0.014759,           0.0019051,           0.0052876,           0.0052876,           0.0052876
                 240,            0.026368,            0.020583,           0.0018403,             0.48128,             0.44517,             0.41013,             0.13976,             0.02937,            0.014783,            0.001895,           0.0052678,           0.0052678,           0.0052678
                 241,            0.026998,            0.021489,           0.0019845,              0.5151,             0.47586,             0.43432,             0.14852,            0.029362,            0.014655,              0.0019,            0.005248,            0.005248,            0.005248
                 242,            0.026704,            0.020985,           0.0019481,             0.52063,             0.43667,             0.41151,             0.14326,            0.029669,            0.014755,           0.0019036,           0.0052282,           0.0052282,           0.0052282
                 243,            0.026292,             0.01975,           0.0018998,             0.49441,             0.45906,             0.41467,             0.14485,            0.029497,            0.014638,           0.0019057,           0.0052084,           0.0052084,           0.0052084
                 244,            0.027132,             0.02121,           0.0020365,             0.50185,             0.44821,             0.39518,             0.13808,            0.029833,            0.014663,           0.0019022,           0.0051886,           0.0051886,           0.0051886
                 245,            0.027279,            0.020043,           0.0020777,             0.49817,             0.43511,             0.39594,             0.13849,              0.0296,            0.014695,           0.0019174,           0.0051688,           0.0051688,           0.0051688
                 246,            0.026771,            0.019903,           0.0019378,             0.49886,             0.45686,             0.41361,             0.14308,            0.029465,            0.014646,           0.0019125,            0.005149,            0.005149,            0.005149
                 247,            0.026734,            0.019921,           0.0019838,             0.54472,             0.43797,             0.42466,             0.14175,            0.029385,            0.014792,           0.0019153,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02728,            0.021478,           0.0022218,             0.54551,              0.4609,             0.43545,             0.14847,            0.029324,            0.014901,            0.001904,           0.0051094,           0.0051094,           0.0051094
                 249,            0.027343,            0.019395,           0.0022364,             0.48875,             0.46632,              0.4221,             0.13905,            0.029366,            0.014879,            0.001898,           0.0050896,           0.0050896,           0.0050896
                 250,            0.026581,            0.020527,           0.0019001,             0.52145,             0.44423,             0.42058,             0.14243,            0.029353,            0.014712,           0.0019061,           0.0050698,           0.0050698,           0.0050698
                 251,            0.027114,            0.020659,           0.0021227,             0.49662,             0.46345,              0.4083,             0.14202,            0.029435,            0.014662,           0.0018965,             0.00505,             0.00505,             0.00505
                 252,            0.026664,            0.019647,           0.0019828,             0.52134,             0.45014,             0.41689,             0.14336,            0.029278,            0.014814,           0.0018996,           0.0050302,           0.0050302,           0.0050302
                 253,            0.026564,            0.020814,           0.0019758,             0.50914,             0.41771,             0.40453,             0.13411,            0.029732,            0.014838,           0.0019036,           0.0050104,           0.0050104,           0.0050104
                 254,            0.027569,             0.01982,           0.0022317,             0.52818,             0.44613,             0.43205,             0.14545,            0.029488,            0.014802,            0.001901,           0.0049906,           0.0049906,           0.0049906
                 255,            0.026498,            0.020583,           0.0019708,             0.52304,             0.45472,             0.41999,             0.14118,            0.029456,            0.014813,           0.0019029,           0.0049708,           0.0049708,           0.0049708
                 256,            0.027102,            0.020521,           0.0020928,             0.53311,             0.48301,             0.43748,             0.14374,            0.029492,            0.014812,           0.0019161,            0.004951,            0.004951,            0.004951
                 257,            0.026344,            0.019807,           0.0019134,             0.51297,              0.4486,             0.40591,             0.14163,            0.029636,            0.014722,           0.0019267,           0.0049312,           0.0049312,           0.0049312
                 258,            0.026273,            0.020329,           0.0019044,             0.51882,             0.47573,             0.42317,             0.14482,            0.029454,             0.01482,            0.001916,           0.0049114,           0.0049114,           0.0049114
                 259,             0.02593,            0.020372,            0.001715,             0.51329,             0.43829,             0.41543,             0.13758,            0.029778,            0.014889,           0.0019295,           0.0048916,           0.0048916,           0.0048916
                 260,            0.027439,            0.020482,            0.002041,             0.57225,             0.42716,             0.43921,             0.14306,            0.029675,            0.014845,           0.0019298,           0.0048718,           0.0048718,           0.0048718
                 261,            0.026957,            0.020132,           0.0020235,             0.50822,             0.46668,             0.41978,             0.14593,            0.029411,            0.014795,             0.00194,            0.004852,            0.004852,            0.004852
                 262,            0.026451,            0.019694,           0.0018514,              0.5123,             0.47016,             0.42227,             0.14183,              0.0295,            0.014947,           0.0019482,           0.0048322,           0.0048322,           0.0048322
                 263,            0.025657,            0.017951,           0.0017568,             0.49997,             0.47326,               0.434,             0.14654,            0.029509,            0.014903,           0.0019459,           0.0048124,           0.0048124,           0.0048124
                 264,            0.026317,            0.020548,           0.0018834,             0.49318,             0.48108,              0.4243,             0.14426,            0.029496,            0.014879,           0.0019604,           0.0047926,           0.0047926,           0.0047926
                 265,            0.026684,            0.020763,           0.0019843,             0.48738,              0.4759,             0.41764,             0.14003,            0.029503,            0.015015,           0.0019517,           0.0047728,           0.0047728,           0.0047728
                 266,            0.026903,            0.020604,           0.0020918,             0.51318,             0.41797,             0.40766,             0.13559,            0.029485,            0.015014,           0.0019488,            0.004753,            0.004753,            0.004753
                 267,            0.027018,            0.020407,           0.0019964,             0.47189,             0.44238,              0.4071,             0.13805,            0.029607,            0.015004,           0.0019396,           0.0047332,           0.0047332,           0.0047332
                 268,            0.026843,            0.020524,           0.0020307,             0.51771,             0.43449,             0.42395,             0.14153,            0.029475,            0.014988,           0.0019401,           0.0047134,           0.0047134,           0.0047134
                 269,            0.026945,            0.020347,           0.0020169,             0.50114,             0.45441,             0.41261,             0.13902,             0.02952,            0.015064,           0.0019316,           0.0046936,           0.0046936,           0.0046936
                 270,            0.026756,            0.020512,           0.0019391,             0.51083,             0.44544,              0.4121,             0.14275,            0.029541,            0.014754,           0.0019159,           0.0046738,           0.0046738,           0.0046738
                 271,            0.026914,            0.021124,           0.0019984,             0.49693,             0.46904,              0.4186,             0.14577,            0.029558,            0.014753,           0.0019039,            0.004654,            0.004654,            0.004654
                 272,             0.02715,            0.021631,           0.0020697,             0.49852,             0.45132,             0.40581,             0.13927,            0.029514,              0.0149,           0.0019001,           0.0046342,           0.0046342,           0.0046342
                 273,            0.027215,            0.020263,           0.0021882,             0.49682,             0.43471,             0.39193,             0.13416,            0.029676,            0.014951,           0.0019062,           0.0046144,           0.0046144,           0.0046144
                 274,            0.026644,            0.019538,           0.0019983,             0.51117,             0.44417,             0.40671,             0.14247,            0.029463,            0.014861,           0.0019213,           0.0045946,           0.0045946,           0.0045946
                 275,            0.026848,             0.02149,           0.0020087,             0.53198,             0.44495,             0.41614,             0.14006,            0.029452,            0.014852,           0.0019238,           0.0045748,           0.0045748,           0.0045748
                 276,            0.026243,            0.019582,           0.0019494,              0.5125,             0.45515,             0.41197,             0.13944,            0.029631,            0.014854,           0.0019273,            0.004555,            0.004555,            0.004555
                 277,            0.026467,            0.019316,           0.0019245,             0.51672,              0.4474,             0.41118,             0.14397,            0.029438,            0.014813,           0.0019186,           0.0045352,           0.0045352,           0.0045352
                 278,            0.025973,            0.019877,           0.0018201,              0.5096,             0.45903,             0.42612,             0.14621,            0.029364,            0.014902,           0.0019107,           0.0045154,           0.0045154,           0.0045154
                 279,            0.027123,            0.022055,           0.0022053,             0.53186,             0.45947,             0.43286,             0.15157,            0.029413,            0.014981,            0.001916,           0.0044956,           0.0044956,           0.0044956
                 280,             0.02664,            0.019403,           0.0020223,             0.51651,              0.4552,             0.41965,             0.14423,            0.029455,             0.01502,           0.0019202,           0.0044758,           0.0044758,           0.0044758
                 281,            0.026973,            0.019408,             0.00213,              0.5047,             0.44079,             0.41292,             0.13492,            0.029763,            0.014975,           0.0019348,            0.004456,            0.004456,            0.004456
                 282,            0.025947,            0.021668,           0.0018675,             0.54009,             0.42053,             0.40862,             0.13329,            0.029914,            0.015016,           0.0019499,           0.0044362,           0.0044362,           0.0044362
                 283,            0.025934,            0.019891,            0.001806,              0.5398,             0.43666,             0.41417,              0.1389,             0.02939,            0.014863,           0.0019225,           0.0044164,           0.0044164,           0.0044164
                 284,            0.026378,            0.020586,           0.0019664,             0.52888,             0.43833,              0.4293,             0.14512,            0.029415,            0.014916,           0.0019328,           0.0043966,           0.0043966,           0.0043966
                 285,            0.026369,            0.020403,           0.0019607,             0.49563,              0.4833,             0.43018,             0.14993,            0.029435,            0.014761,           0.0019238,           0.0043768,           0.0043768,           0.0043768
                 286,            0.026433,            0.020883,           0.0019717,             0.50395,             0.46359,             0.41443,             0.14214,            0.029413,            0.014721,           0.0019253,            0.004357,            0.004357,            0.004357
                 287,            0.026939,            0.020039,           0.0020093,             0.49359,             0.47269,              0.4279,             0.14486,            0.029433,            0.014815,           0.0019245,           0.0043372,           0.0043372,           0.0043372
                 288,            0.025753,            0.019512,            0.001763,             0.49229,             0.47261,              0.4238,             0.14447,            0.029505,            0.014874,           0.0019149,           0.0043174,           0.0043174,           0.0043174
                 289,            0.026671,            0.020368,           0.0019758,             0.48233,             0.47176,             0.41283,             0.14165,             0.02946,            0.014882,           0.0019122,           0.0042976,           0.0042976,           0.0042976
                 290,            0.026817,             0.02101,           0.0020626,             0.46233,             0.45231,             0.40165,              0.1351,            0.029798,            0.015007,           0.0019108,           0.0042778,           0.0042778,           0.0042778
                 291,            0.026464,            0.020119,           0.0018564,             0.49676,             0.41392,             0.39056,             0.13417,            0.029748,            0.015009,            0.001907,            0.004258,            0.004258,            0.004258
                 292,            0.025742,            0.019418,           0.0017629,             0.47846,             0.45613,             0.41615,             0.13606,            0.029977,            0.014905,           0.0019116,           0.0042382,           0.0042382,           0.0042382
                 293,            0.026285,            0.019524,           0.0019742,             0.51722,             0.43483,             0.42114,             0.14469,             0.02968,             0.01474,           0.0019145,           0.0042184,           0.0042184,           0.0042184
                 294,            0.026914,            0.020994,           0.0020779,             0.46832,             0.44706,             0.40335,             0.13647,            0.029833,            0.014861,           0.0019159,           0.0041986,           0.0041986,           0.0041986
                 295,             0.02742,            0.019989,           0.0022395,             0.51151,             0.47012,                0.43,             0.14685,             0.02943,            0.014906,           0.0019147,           0.0041788,           0.0041788,           0.0041788
                 296,            0.025756,             0.01922,           0.0017555,             0.48761,             0.45645,             0.41866,             0.14548,             0.02959,            0.014787,           0.0019015,            0.004159,            0.004159,            0.004159
                 297,            0.026401,            0.020217,           0.0020692,             0.48321,             0.45012,             0.41171,             0.14518,            0.029602,            0.014798,           0.0018948,           0.0041392,           0.0041392,           0.0041392
                 298,            0.026499,            0.020546,           0.0019702,             0.50903,             0.46611,             0.42547,             0.14526,            0.029512,            0.014917,           0.0018979,           0.0041194,           0.0041194,           0.0041194
                 299,            0.025801,            0.021856,           0.0018932,             0.51404,             0.46584,             0.43362,             0.14463,             0.02955,            0.014825,           0.0018915,           0.0040996,           0.0040996,           0.0040996
                 300,             0.02658,            0.021039,           0.0019931,             0.49889,             0.46293,             0.42772,             0.14815,            0.029297,            0.014814,           0.0019022,           0.0040798,           0.0040798,           0.0040798
                 301,            0.026519,            0.019946,           0.0019432,             0.52034,             0.47316,             0.42543,             0.14929,            0.029258,            0.014764,           0.0019044,             0.00406,             0.00406,             0.00406
                 302,            0.026044,            0.020913,           0.0018898,             0.53136,             0.44834,             0.42367,             0.14433,            0.029242,            0.014876,           0.0018988,           0.0040402,           0.0040402,           0.0040402
                 303,            0.026105,            0.020725,           0.0019208,             0.52186,             0.46245,             0.42796,             0.14548,            0.029283,            0.014974,           0.0019041,           0.0040204,           0.0040204,           0.0040204
                 304,             0.02764,            0.019769,           0.0023247,             0.55136,             0.42836,             0.43577,             0.14438,            0.029367,               0.015,           0.0019075,           0.0040006,           0.0040006,           0.0040006
                 305,            0.027089,             0.02094,           0.0020929,             0.53781,             0.43727,             0.42672,             0.14438,            0.029586,             0.01498,           0.0019041,           0.0039808,           0.0039808,           0.0039808
                 306,            0.026953,            0.021342,           0.0021593,             0.48854,             0.45254,             0.40486,             0.15004,            0.029478,            0.014994,           0.0019049,            0.003961,            0.003961,            0.003961
                 307,            0.025737,            0.018474,           0.0018584,             0.48516,             0.45597,             0.41354,             0.14894,            0.029454,            0.014958,           0.0019022,           0.0039412,           0.0039412,           0.0039412
                 308,            0.025962,             0.01995,           0.0018914,             0.49626,              0.4558,             0.42056,             0.15653,            0.029415,            0.014995,           0.0019108,           0.0039214,           0.0039214,           0.0039214
                 309,            0.026439,            0.020853,           0.0019895,             0.49727,             0.44563,             0.40867,             0.14826,            0.029437,            0.014946,           0.0019159,           0.0039016,           0.0039016,           0.0039016
                 310,            0.026585,            0.020288,           0.0020531,             0.49957,             0.44659,              0.4128,             0.14249,            0.029584,            0.015063,           0.0019131,           0.0038818,           0.0038818,           0.0038818
                 311,             0.02632,            0.020797,           0.0018976,             0.52471,             0.43297,             0.42286,             0.14653,            0.029652,            0.015134,           0.0019074,            0.003862,            0.003862,            0.003862
                 312,            0.025724,            0.019456,           0.0018912,             0.51705,             0.46999,             0.43381,              0.1449,            0.029611,            0.014991,           0.0019086,           0.0038422,           0.0038422,           0.0038422
                 313,             0.02598,            0.020474,           0.0018831,             0.50302,             0.46389,             0.42583,             0.14637,            0.029462,            0.014839,           0.0019069,           0.0038224,           0.0038224,           0.0038224
                 314,            0.026759,            0.020216,            0.002071,             0.51052,             0.46865,             0.43317,             0.14846,            0.029344,             0.01483,           0.0019027,           0.0038026,           0.0038026,           0.0038026
                 315,            0.026037,             0.02019,           0.0018814,              0.5323,             0.46244,             0.43069,             0.14354,            0.029465,            0.014936,           0.0019053,           0.0037828,           0.0037828,           0.0037828
                 316,            0.026921,            0.020399,           0.0020527,             0.50815,             0.47212,             0.42303,             0.14235,            0.029443,            0.014811,           0.0019065,            0.003763,            0.003763,            0.003763
                 317,            0.025799,            0.019999,           0.0018156,              0.5425,             0.45651,             0.43924,             0.14981,            0.029347,            0.014742,           0.0019019,           0.0037432,           0.0037432,           0.0037432
                 318,            0.026552,            0.018681,           0.0020041,             0.51992,             0.45956,             0.43263,             0.14383,            0.029513,            0.014811,           0.0018984,           0.0037234,           0.0037234,           0.0037234
